iter	Passed	Remaining
1499	37151	1201229
1500	37172	1201079
1501	37197	1201057
1502	37220	1201000
1503	37243	1200916
1504	37266	1200807
1505	37287	1200666
1506	37308	1200524
1507	37334	1200558
1508	37356	1200421
1509	37377	1200291
1510	37401	1200234
1511	37424	1200171
